text,created_at,polarity,sentiment
FTR some of us started *reading* #GameofThrones 20+ years ago so pardon us if we are annoyed with the longest disappointment ever,2019-05-20 12:47:08,-0.5,negative
RT @danyskylo: this shot is insanely powerful #gameofthrones https://t.co/XBSDinuozB,2019-05-20 12:47:08,0.3,negative
"RT @hamzasaleemkhan: Whatever your thoughts on the final season, 1 thing is for certain. This man did one hell of a performance &amp; we couldn…",2019-05-20 12:47:08,0.10714285714285714,negative
"RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI",2019-05-20 12:47:08,-0.1,negative
RT @kyparks18: when you do absolutely nothing during the group project and you get an A #GameOfThrones  #GameOfThronesFinale https://t.co/8…,2019-05-20 12:47:08,0.2,negative
RT @BlondedJacob: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we couldn…,2019-05-20 12:47:08,0.10714285714285714,negative
"RT @KWestSavali: Try not to kill any innocent, unarmed Black people tonight. https://t.co/AF9MtTFgCu",2019-05-20 12:47:08,0.16666666666666669,negative
@aishahahalmao lmao bran can just die. he did absolutely nothing in the #GameOfThrones,2019-05-20 12:47:09,0.4,negative
"RT @GBauzile: This episode was written and directed by Catelyn Stark. Sansa is queen, Arya is doing her thing, Bran is king and Jon the bas…",2019-05-20 12:47:09,-0.2,negative
"RT @rosepowerose: sansa stark in her bedroom after being the queen of the north

#GameOfThronesFinale #GameofThrones   #GoT #TheFinalEpisod…",2019-05-20 12:47:09,-0.2,negative
RT @yo_jazm: Sometimes duty is the death of love #GameOfThrones https://t.co/7CborPfVn5,2019-05-20 12:47:09,0.5,neutral
RT @danyskylo: this shot is insanely powerful #gameofthrones https://t.co/XBSDinuozB,2019-05-20 12:47:09,0.3,negative
"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago😂😂😂
#GameofThrones #GameOfThronesFinale…",2019-05-20 12:47:09,0.16,negative
"RT @Complex: One of the greatest shots in TV history.

#GameOfThrones 
https://t.co/0QvzCanNZV",2019-05-20 12:47:09,0.35,negative
"RT @jaimelsnnister: I am so incredibly proud of these three women. ⚔️🐺🌍

#GameofThrones #TheFinalEpisode https://t.co/x32VC8Meck",2019-05-20 12:47:09,0.8,positive
RT @YvonneOrji: Coldest scene in this episode! This shot right here tho! https://t.co/gS6HY6CRk1,2019-05-20 12:47:09,0.3571428571428571,negative
"RT @jmalikauthor: Just gonna leave these #review comparisons to #GameofThrones right here because I'm feeling shameless.

Seriously, though…",2019-05-20 12:47:09,-0.023809523809523808,negative
Going into work this morning is like going in after your team lost the Super Bowl #GameofThrones #ThronesYall,2019-05-20 12:47:10,0.3333333333333333,negative
"RT @OguguahDenzel: #GameOfThrones
#TheFinalEpisode

Jon's entire lines in the season https://t.co/46h66W5qq1",2019-05-20 12:47:10,0.0,negative
"RT @MoviesMatrix: Amazing, simply AMAZING!

#GameofThrones 
#GOTFinale #GoT
#TheFinalEpisode 
#FortheThrone  
#GameOfThronesFinale🍷
https:/…",2019-05-20 12:47:10,0.675,positive
RT @MMAGreg1: The Game of Thrones graphic designer who was given 1 week to CGI Jon Snow petting his dog to make Twitter happy. #GameofThron…,2019-05-20 12:47:10,0.13333333333333333,negative
"RT @TomNoble1992: The first spinoff has been confirmed #findingdrogon
#gameofthrones #GameOfThronesFinale https://t.co/cafUIb2I68",2019-05-20 12:47:10,0.325,negative
RT @yo_jazm: Sometimes duty is the death of love #GameOfThrones https://t.co/7CborPfVn5,2019-05-20 12:47:10,0.5,neutral
RT @Darthcoal: foreshadowing how the plot would spiral down the drain like dirty bath water https://t.co/92kYk6Hv74,2019-05-20 12:47:10,-0.37777777777777777,negative
RT @rawrmartin: NEVER FORGET HOW DIRTY (“king”) BRAN DID MEERA REED THE STRONG BRAVE GIRL WHO DRAGGED AND FED HIS UNGRATEFUL ASS ALL OVER T…,2019-05-20 12:47:11,0.2111111111111111,negative
"RT @GodSon83: A bloodthirsty, mindless dragon, that was charbroiling people's children not long ago, suddenly turns into a ivy league socio…",2019-05-20 12:47:11,-0.16874999999999998,negative
"RT @GodspowerTalks: Since #GameOfThrones is ending, here is the single greatest scene from the series

#GameOfThronesFinale https://t.co/R2…",2019-05-20 12:47:11,0.4642857142857143,negative
"seriously worst and most eye roll worthy line of the whole episode.
#GameofThrones https://t.co/FFR4zSfUtC",2019-05-20 12:47:11,0.008333333333333331,negative
"RT @IsaacNervoso: How to become king in GOT:

- Be a warrior like Jon Snow ❌

- Be a strategist like Tyrion Lannister ❌

- Be cruel like Ce…",2019-05-20 12:47:11,-1.0,negative
"RT @Viseriondied: At this point I honestly thought I was watching some shit parody what the hell was that

#GameOfThrones https://t.co/WBG2…",2019-05-20 12:47:11,0.19999999999999998,negative
RT @brandinicc: Unpopular opinion : she fucking deserved better https://t.co/9ACrj9PNl5,2019-05-20 12:47:11,-0.04999999999999999,negative
"RT @gameofupdates: thank you to the most incredible cast for working so hard to bring our favourite characters to life ❤️

#gameofthrones #…",2019-05-20 12:47:11,0.3694444444444444,negative
"RT @MAK9514: Whatever your thoughts on the final season, one thing is for certain. This man did one hell of a performance &amp; we couldn't hav…",2019-05-20 12:47:11,0.10714285714285714,negative
RT @heyannalaura: Cersei and Jaime  could have survived if they’d just moved a little to the right. #DemThrones #gameofthrones https://t.co…,2019-05-20 12:47:11,0.04910714285714285,negative
"RT @udotai_j: Jamie Lannister's kingslayer level is so high, he tried to kill the king 8 seasons ago😂😂😂
#GameofThrones #GameOfThronesFinale…",2019-05-20 12:47:12,0.16,negative
RT @NomanRasheed170: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we cou…,2019-05-20 12:47:12,0.10714285714285714,negative
RT @HireMeImFunny: Behind every king is a woman who dragged him around on a sled for three years never to be heard from again #GameofThrone…,2019-05-20 12:47:12,-0.4,negative
"RT @hamzasaleemkhan: Whatever your thoughts on the final season, 1 thing is for certain. This man did one hell of a performance &amp; we couldn…",2019-05-20 12:47:12,0.10714285714285714,negative
@Sarah_Walms  where did that jawline come from? Da fuck,2019-05-20 12:47:12,-0.4,negative
"RT @HitmanNick047: ABSOLUTELY NO ONE:

SANSA: BRAN’S DICK DOESNT WORK 

#GameOfThrones https://t.co/fkuPuO6F3L",2019-05-20 12:47:12,-0.1,negative
"RT @sansascstark: SANSA STARK HIVE HOW WE FEELING, OUR GIRL IS QUEEN  #GameOfThrones https://t.co/iDAp3gzf5v",2019-05-20 12:47:12,-0.2,negative
RT @KrysAriana2000: Is it just me or was this beyond cheesy? #GameOfThrones https://t.co/y9RhtQlwoP,2019-05-20 12:47:12,-0.5,negative
The awkward misguided downright stupid hot takes about #GameofThrones will be wreaking relationships for years to c… https://t.co/SMSOxp5MiE,2019-05-20 12:47:12,-0.3833333333333333,negative
"RT @ApoyoLextrange: My only two Queens 

Cersei Lannister || Sansa Stark 

#GameOfThrones https://t.co/6SAkisLqnc",2019-05-20 12:47:13,-0.1,negative
RT @HireMeImFunny: Behind every king is a woman who dragged him around on a sled for three years never to be heard from again #GameofThrone…,2019-05-20 12:47:13,-0.4,negative
"RT @GBauzile: This episode was written and directed by Catelyn Stark. Sansa is queen, Arya is doing her thing, Bran is king and Jon the bas…",2019-05-20 12:47:13,-0.2,negative
RT @aishahahalmao: Game of Thrones started with the Starks being betrayed and used. But in the end they won and how beautifully did they wi…,2019-05-20 12:47:13,0.22499999999999998,negative
"RT @Aegon1st: Drogon burning the iron throne was poetic 

#GameofThrones #TheFinalEpisode https://t.co/UKCzAq5C4S",2019-05-20 12:47:13,0.375,negative
"RT @Complex: One of the greatest shots in TV history.

#GameOfThrones 
https://t.co/0QvzCanNZV",2019-05-20 12:47:13,0.35,negative
RT @heyannalaura: Cersei and Jaime  could have survived if they’d just moved a little to the right. #DemThrones #gameofthrones https://t.co…,2019-05-20 12:47:13,0.04910714285714285,negative
"RT @CLC_Net08: #GameOfThrones
Series started with Jaime Lannister being the Kind slayer and ended with Jon Snow being the Queen slayer. How…",2019-05-20 12:47:13,0.6,positive
"I feel like, ""At least I can't be disappointed any more by the writers of #GameOfThrones."" It's over and they are o… https://t.co/l8PX7kuQGu",2019-05-20 12:47:13,-0.18333333333333335,negative
"RT @techinsider: It took 7,600 paper cutouts to make this stunning model of King's Landing from #GameofThrones https://t.co/KY6xMb4Xs4",2019-05-20 12:47:13,0.5,neutral
"RT @HitmanNick047: ABSOLUTELY NO ONE:

SANSA: BRAN’S DICK DOESNT WORK 

#GameOfThrones https://t.co/fkuPuO6F3L",2019-05-20 12:47:13,-0.1,negative
I peeped that but I was too disgusted to deep it.,2019-05-20 12:47:13,-0.5,negative
RT @Farm_Pride: Everyday is an opportunity for you to live your purpose. Remember to start your week on a healthy note with @Farm_Pride nat…,2019-05-20 12:47:14,0.14545454545454545,negative
The least competent character gets to be the king. Don’t know if #GameofThrones or #PakistansDemocracy,2019-05-20 12:47:14,0.1,negative
The latest The HEYarl eDaily! https://t.co/VUpzQKDVa2 #disruptor50 #gameofthrones,2019-05-20 12:47:14,0.625,positive
"RT @KWestSavali: Try not to kill any innocent, unarmed Black people tonight. https://t.co/AF9MtTFgCu",2019-05-20 12:47:14,0.16666666666666669,negative
"RT @TheKingIsh_: In S1E1, Jaime Lannister pushes Bran Stark out of a window. This is subtle foreshadowing by David Benioff and Dan Weiss fo…",2019-05-20 12:47:14,-0.26666666666666666,negative
RT @JohnWickUK: Looks about right. https://t.co/Dry5cqo88s,2019-05-20 12:47:14,0.2857142857142857,negative
@reebecatavares Worst ending to a series tht was so good ...@GameOfThrones  fucked up the greatest show ever ...sor… https://t.co/mXmDWuc0zT,2019-05-20 12:47:14,0.024999999999999994,negative
"RT @SteffAureus: They can honestly use Robin Arryn's glow up for an infomercial about the advantages of breast feeding. 😂

Ctto
#GameOfThro…",2019-05-20 12:47:14,0.6,positive
Did anyone review these episodes before they aired?,2019-05-20 12:47:14,0.1,negative
"RT @GameOfThrones: Tonight, it’s all #ForTheThrone.
Follow along for more coverage from the World Premiere of the Final Season. #GoTPremier…",2019-05-20 12:47:14,0.25,negative
RT @danyskylo: this shot is insanely powerful #gameofthrones https://t.co/XBSDinuozB,2019-05-20 12:47:15,0.3,negative
"RT @thronesfacts: George R.R. Martin says the book ending won’t be that much different than the #GameofThrones TV show ending, but there ma…",2019-05-20 12:47:15,0.0,negative
"RT @PedroPascal1: Shut up, it was perfect. #GameofThrones",2019-05-20 12:47:15,1.0,positive
RT @HireMeImFunny: Behind every king is a woman who dragged him around on a sled for three years never to be heard from again #GameofThrone…,2019-05-20 12:47:15,-0.4,negative
RT @sketchyjk: ser davos changing from an illiterate man to someone who corrects grammar is the only valid character development in #GameOf…,2019-05-20 12:47:15,0.0,negative
RT @ginn_emily: Why is nobody talking about this glow up wtf #GameOfThrones https://t.co/ex6W0MgPdL,2019-05-20 12:47:15,-0.5,negative
RT @ginn_emily: Why is nobody talking about this glow up wtf #GameOfThrones https://t.co/ex6W0MgPdL,2019-05-20 12:47:15,-0.5,negative
RT @ahmarunofficial: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we cou…,2019-05-20 12:47:15,0.10714285714285714,negative
"RT @madridy_88: So the writers gave all this character development to Jon snow ONLY for him to be a bastard again??

#GameOfThrones #TheFin…",2019-05-20 12:47:15,0.0,negative
Pretty much sums up the whole series - https://t.co/dgwLDpkTin,2019-05-20 12:47:15,0.21666666666666667,negative
"RT @murphdogg29: Tyrion played the smart game.
Daenerys played her own game. 
Jon Snow hated the game. 
Sansa played the long game. 
Arya t…",2019-05-20 12:47:15,-0.21696428571428572,negative
"RT @soulfluidity: Not gonna lie, if they made a spinoff of Arya’s adventures I would watch the fuck out of it.

Call it “West of Westeros”…",2019-05-20 12:47:16,-0.4,negative
"RT @bisenakas: Only two scenes that saved the episode 
#GameOfThrones  #TheFinalEpisode 
#Drogon #Ghost #JonSnow #GOTS8E6 #BranTheBroken #D…",2019-05-20 12:47:16,0.0,negative
People must forget breaking bad had a rocky final season with a poorly paced first half of the final season,2019-05-20 12:47:16,-0.16944444444444443,negative
RT @ginn_emily: Why is nobody talking about this glow up wtf #GameOfThrones https://t.co/ex6W0MgPdL,2019-05-20 12:47:16,-0.5,negative
RT @gx19xx: #GameOfThrones The Mad Queen’s Revenge https://t.co/F1hqBC2snG,2019-05-20 12:47:16,-0.625,negative
Cersei is still the true queen to the Iron Throne. She ruled the 7 kingdoms for 8 seasons and Dany didnt even get t… https://t.co/08uyxV8tyO,2019-05-20 12:47:16,0.35,negative
"RT @gameofupdates: thank you to the most incredible cast for working so hard to bring our favourite characters to life ❤️

#gameofthrones #…",2019-05-20 12:47:16,0.3694444444444444,negative
Okay see he had the right idea. Burn this goddamn chair to nothing #GameOfThrones,2019-05-20 12:47:16,0.39285714285714285,negative
My #mutedwords right now. 😆🚨 #got #GameOfThrones https://t.co/OilZbhqJrq,2019-05-20 12:47:16,0.2857142857142857,negative
RT @mediavandal: THE TRUE KING OF THE NORTH #GameOfThrones https://t.co/4PRVR62kba,2019-05-20 12:47:16,0.35,negative
RT @Black_B3arr: Not to exaggerate but this is the greatest shot in the entire series. #GameOfThrones  https://t.co/N3y852t85I,2019-05-20 12:47:17,0.5,neutral
"RT @thebeccascott: Things I will die wondering about:
- The Three Eyed Raven
- Azor Ahai
- The Faceless Men
- The Lord of Light
- Children…",2019-05-20 12:47:17,0.4,negative
"RT @Hemswobrien: Jaime knighting Brienne
Brienne filling the pages of Jaime

They made each other’s dreams come true #GameOfThrones https:/…",2019-05-20 12:47:17,0.11249999999999999,negative
RT @Thiagobperes: No fucking reason #GameOfThrones https://t.co/TNLEbZ9Dp4,2019-05-20 12:47:17,0.3,negative
People can finally shut the fuck up about #GameOfThrones,2019-05-20 12:47:17,-0.2,negative
RT @rayyantwe: Writers thinking how to make us happy with the finale and totally forget about danys death #GameofThrones https://t.co/DWME8…,2019-05-20 12:47:17,0.4,negative
"RT @galensdeathstar: goodbye to this amazing cast.
their watch has ended.

#gameofthrones https://t.co/up1pmCItnp",2019-05-20 12:47:17,0.6000000000000001,positive
RT @yashsayings: This shot is brilliant and should be shown in any film study class #GameofThrones  https://t.co/5hRiOYfDpD #TheFinalEpisod…,2019-05-20 12:47:17,0.9,positive
"RT @amgad_R10: And now our watch is ended. 
Good bye 💔
#GameOfThrones https://t.co/OEzQPSvUGE",2019-05-20 12:47:17,0.7,positive
"RT @OfVodkaAndTea: #GameOfThrones
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
Most powerful scene. https://t.co/ZTeiexuaMr",2019-05-20 12:47:17,0.4,negative
RT @sketchyjk: ser davos changing from an illiterate man to someone who corrects grammar is the only valid character development in #GameOf…,2019-05-20 12:47:17,0.0,negative
"RT @GC_Cubed: Us: So what was the point of Jon being a Targaryan and true heir?

D&amp;D:

#GameOfThrones
https://t.co/2AhQzepitf",2019-05-20 12:47:17,0.35,negative
RT @StevenWithAV13: You’re telling me in the two fucking years y’all took to make this fucking season no one caught the coffee cup OR THE F…,2019-05-20 12:47:17,-0.6,negative
"RT @norrasthlm: #gameofthrones #gameofthronesfinale

the only thing that mattered from season 8 https://t.co/SyUDL1TgwI",2019-05-20 12:47:17,0.0,negative
nothing but respect for the greatest house of westeros. #gameofthrones https://t.co/GdNXNlv0gi,2019-05-20 12:47:17,1.0,positive
"RT @Savanna39803740: Even the most important lords of the seven kingdoms need to stay hydrated.

#gameofthrones #waterbottle https://t.co/N…",2019-05-20 12:47:17,0.45,negative
RT @JonxDanyy: His finger caressing her neck this shit is so painful 💔💔 #GameOfThrones https://t.co/DbEuFKDKk7,2019-05-20 12:47:17,-0.44999999999999996,negative
"King Bran, The Broken. WTF??!!

You're the king and you let them call you that. So what's all these? The sob story… https://t.co/ybzkInDJiW",2019-05-20 12:47:18,-0.590625,negative
RT @PORTERmagazine: British actress @missnemmanuel talks to #PorterEdit about that #GameofThrones’ ending &amp; Missandei’s “proud” final momen…,2019-05-20 12:47:18,0.26666666666666666,negative
RT @Daenerys: Look how far we’ve come! @GameOfThrones @HBO https://t.co/1sAvmjFHtw,2019-05-20 12:47:18,0.125,negative
"RT @eliesaaab: *SPOILER*

A long time ago, she remembered her father saying that when the cold winds blow the lone wolf dies but the pack s…",2019-05-20 12:47:18,-0.325,negative
"RT @GameofKweens: Bran Stark watching everybody die &amp; argue for years knowing it was paving his way to the throne. 

#GameOfThrones #GoT #D…",2019-05-20 12:47:18,-0.2,negative
RT @HireMeImFunny: Behind every king is a woman who dragged him around on a sled for three years never to be heard from again #GameofThrone…,2019-05-20 12:47:18,-0.4,negative
"RT @Jessleecountry: #gameofthrones #spoileralert
I won the #ironthrone . Summer is coming...

Make sure to check out my website for tour da…",2019-05-20 12:47:18,0.5,neutral
"Well, the last season was rushed but had some great moments. Thanks for some great TV, fantastic cast and crew! @GameOfThrones @HBO",2019-05-20 12:47:18,0.45999999999999996,negative
"RT @WildAssFire: These characters were so strong, that even the writers didn’t know how to kill them. 
#GameOfThrones #TheFinalEpisode http…",2019-05-20 12:47:19,0.4333333333333333,negative
RT @sketchyjk: ser davos changing from an illiterate man to someone who corrects grammar is the only valid character development in #GameOf…,2019-05-20 12:47:19,0.0,negative
RT @sketchyjk: ser davos changing from an illiterate man to someone who corrects grammar is the only valid character development in #GameOf…,2019-05-20 12:47:19,0.0,negative
"RT @Ebonyteach: Bad #GameOfThrones takes from the supposedly woke:

1. Dany's killing of (en)slavers was cruel &amp;/or mad. ""Just because they…",2019-05-20 12:47:19,-0.7749999999999999,negative
"Wrapped up #GameOfThrones nicely I thought.

After 8 seasons of bloodshed and war there simply had to be an amicabl… https://t.co/H3Ww77Cn0u",2019-05-20 12:47:19,0.3,negative
"@GameOfThrones Disappointed, Jon's being Targaryen didn't make any sense",2019-05-20 12:47:19,-0.75,negative
RT @meakoopa: Sam is v smart he invented democracy AND polyethylene terephthalate. #GameOfThrones https://t.co/sKvCHCAwKW,2019-05-20 12:47:19,0.21428571428571427,negative
"RT @ssaksham194: Absolutely no one:

Sansa: Bran's dick doesn't work

#GameOfThrones https://t.co/5xPDJyswqI",2019-05-20 12:47:19,-0.1,negative
RT @noteableindie: people impressed with that shot in #GameOfThrones like catherine hardwicke didn't do it 10 years ago... https://t.co/nxB…,2019-05-20 12:47:19,1.0,positive
RT @sketchyjk: ser davos changing from an illiterate man to someone who corrects grammar is the only valid character development in #GameOf…,2019-05-20 12:47:19,0.0,negative
RT @ahmarunofficial: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we cou…,2019-05-20 12:47:19,0.10714285714285714,negative
RT @Black_B3arr: Not to exaggerate but this is the greatest shot in the entire series. #GameOfThrones  https://t.co/N3y852t85I,2019-05-20 12:47:19,0.5,neutral
"RT @GodSon83: A bloodthirsty, mindless dragon, that was charbroiling people's children not long ago, suddenly turns into a ivy league socio…",2019-05-20 12:47:19,-0.16874999999999998,negative
RT @XpageX: And they lived happily ever after #GameOfThrones https://t.co/sXGNMz5RVH,2019-05-20 12:47:19,0.8,positive
#gameofthrones is that long term relationship that ended in disappointment #demthrones I'm not mad just… https://t.co/sPbL47mRAR,2019-05-20 12:47:19,-0.1125,negative
RT @NomanRasheed170: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we cou…,2019-05-20 12:47:20,0.10714285714285714,negative
RT @ahmarunofficial: Whatever your thoughts on the final season one thing is for certain. This man did one hell of a performance and we cou…,2019-05-20 12:47:20,0.10714285714285714,negative
"RT @PedroPascal1: Shut up, it was perfect. #GameofThrones",2019-05-20 12:47:20,1.0,positive
Well shit 😢,2019-05-20 12:47:20,-0.2,negative
"RT @KrisOddsShark: More lending to the belief that everything was rushed, both storyline and production, in the final season. https://t.co/…",2019-05-20 12:47:20,0.25,negative
RT @aishahahalmao: Game of Thrones started with the Starks being betrayed and used. But in the end they won and how beautifully did they wi…,2019-05-20 12:47:21,0.22499999999999998,negative
